,id,phases,sponsor,collaborators,interventions,locations,enrollment,conditions,Start Date,Max Phase
325,NCT01969643,Phase 1,Seagen Inc.,,"Trastuzumab,LV,ladiratuzumab vedotin,SGN-LIV1A,Herceptin",United States,290,"Triple Negative Breast Neoplasms,HER2 Positive Breast Neoplasms,HER2 Mutations Breast Neoplasms,Hormone Receptor Positive Breast Neoplasms",2013-10-22,1
326,NCT01826877,Phase 1,Jonsson Comprehensive Cancer Center,"Kite, A Gilead Company","DC-AdGMCAIX,ADC,dendritic cells transduced with AdGMCA9 expressing GM-CSF-carbonic anhydrase IX fusion protein,AdGMCAIX-transduced autologous dendritic cells,laboratory biomarker analysis,autologous dendritic cells,therapeutic autologous dendritic cells",United States,12,"Clear Cell Renal Cell Carcinoma,Stage IV Renal Cell Cancer,Recurrent Renal Cell Cancer",2013-01-14,1
327,NCT06043674,Phase 2,Christine Ryan,"Genentech, Inc.","Polatuzumab Vedotin,Atezolizumab,Glofitamab,Tecentriq,RO5072759, GA101, GAZYVA, GAZYVARO,RO7082859,Actemra,Obinutuzumab,Tocilizumab",United States,66,"Richter's Transformation,Chronic Lymphocytic Leukemia",2024-01-22,2
328,NCT05494918,Phase 1,Alphamab (Australia) Co Pty Ltd.,,"anti-Her2 ADC JSKN003,JSKN003",Australia,45,"Metastatic Solid Tumors,Advanced Solid Tumors",2022-09-02,1
329,NCT01026233,Phase 1,Seagen Inc.,"Millennium Pharmaceuticals, Inc.","SGN-35,brentuximab vedotin","Germany,United States",52,"Lymphoma, Large-Cell, Anaplastic,Disease, Hodgkin,Lymphoma, Non-Hodgkin",2010-01-01,1
330,NCT05577715,Phase 2,Bristol-Myers Squibb,Eisai Inc.,"Farletuzumab Ecteribulin,BMS-986445,MORAb-202","Belgium,Spain,Chile,Australia,United States,France",50,"Carcinoma, Non-Small-Cell Lung",2022-11-14,2
331,NCT05870748,"Phase 3,Phase 2","Sutro Biopharma, Inc.","European Network of Gynaecological Oncological Trial Groups (ENGOT),Asia-Pacific Gynecologic Oncology Trials Group (APGOT),GOG Foundation","Pegylated liposomal doxorubicin,Topotecan,STRO-002,Luvelta,Neulasta,Luveltamab tazevibulin,Pegfilgrastim,Paclitaxel,Gemcitabine","Israel,Korea, Republic of,Canada,Singapore,Australia,United States",600,"Ovarian Cancer,Platinum-resistant Ovarian Cancer,Epithelial Ovarian Cancer,Primary Peritoneal Cancer,Fallopian Tube Cancer",2023-07-12,3
332,NCT01716806,Phase 2,Seagen Inc.,Bristol-Myers Squibb,"Adcetris; SGN-35,dacarbazine,brentuximab vedotin,nivolumab,bendamustine","Canada,United States",131,"Peripheral T Cell Lymphoma,Hodgkin Disease",2012-10-31,2
333,NCT03525678,Phase 2,GlaxoSmithKline,,"Belantamab mafodotin lyophilized powder,,Belantamab mafodotin frozen liquid","Germany,Italy,Spain,Canada,Australia,United States,United Kingdom,France",221,",Multiple Myeloma",2018-03-05,2
334,NCT00866047,Phase 2,Seagen Inc.,"Millennium Pharmaceuticals, Inc.","SGN-35,ADCETRIS,brentuximab vedotin","Belgium,Canada,United States,United Kingdom,France",58,"Lymphoma, Large-Cell, Anaplastic,Lymphoma, Non-Hodgkin",2009-03-01,2
335,NCT05581589,Phase 2,University of Washington,Gilead Sciences,"excision of the lymph node,Radical Cystectomy,Trodelvy,RS7-SN38,Sacituzumab Govitecan,Lymph Node Excision,hRS7-SN38 Antibody Drug Conjugate,IMMU-132,Lymphadenectomy,Complete Cystectomy,Lymph Node Dissection,Sacituzumab Govitecan-hziy",United States,18,"Stage II Bladder Cancer AJCC v8,Stage IIIA Bladder Cancer AJCC v8,Muscle Invasive Bladder Carcinoma",2023-06-15,2
336,NCT05756569,Phase 2,Emory University,"Astellas Pharma Inc,Seagen Inc.,National Cancer Institute (NCI),Merck Sharp & Dohme LLC","Enfortumab Vedotin,Computerized Axial Tomography,MK-3475,Magnetic Resonance Imaging Scan,Pembrolizumab,MRI Scan,CAT Scan,Computed Tomography,MRI,Computed Axial Tomography,AGS 22ME,Biospecimen Collection,Anti-Nectin 4 ADC ASG-22CE,Lambrolizumab,NMR Imaging,NMRI,Biospecimen Collected,Biological Sample Collection,AGS-22M6E,Computerized Tomography,Anti-nectin-4 Monoclonal Antibody-Drug Conjugate AGS-22M6E,CT Scan,tomography,ASG-22CE,MR,CT,CAT,SCH 900475,Enfortumab Vedotin-ejfv,Nuclear Magnetic Resonance Imaging,Padcev,Questionnaire Administration,Magnetic Resonance Imaging,Magnetic Resonance,MR Imaging,Specimen Collection,Medical Imaging, Magnetic Resonance / Nuclear Magnetic Resonance,Keytruda",United States,25,"Metastatic Bladder Carcinoma,Urachal Adenocarcinoma,Bladder Squamous Cell Carcinoma,Stage III Bladder Cancer AJCC v8,Malignant Ureter Neoplasm,Unresectable Bladder Carcinoma,Stage IV Bladder Cancer AJCC v8,Malignant Urethral Neoplasm,Bladder Adenocarcinoma,Malignant Renal Pelvis Neoplasm,Locally Advanced Bladder Carcinoma",2023-09-26,2
337,NCT02038010,Phase 1,Northwestern University,"Novartis,National Cancer Institute (NCI)","BYL719,phosphoinositide 3-kinase inhibitor BYL719,pharmacological studies,pharmacological study,Kadcyla,trastuzumab-MCC-DM1 antibody-drug conjugate,trastuzumab-MCC-DM1,laboratory biomarker analysis,ado-trastuzumab emtansine,T-DM1,trastuzumab-DM1,PI3K inhibitor BYL719",United States,17,"Stage IV Breast Cancer,Stage IIIC Breast Cancer,HER2-positive Breast Cancer,Stage IIIB Breast Cancer,Recurrent Breast Cancer,Stage IIIA Breast Cancer",2014-05-21,1
338,NCT06241898,Phase 1,"Bliss Biopharmaceutical (Hangzhou) Co., Ltd",,BB-1709,China,300,Solid Tumor,2023-10-01,1
339,NCT05064358,Phase 2,GlaxoSmithKline,,Belantamab mafodotin,"Poland,Brazil,India,Italy,Taiwan,United Kingdom,Mexico,Argentina,Australia,United States,Ireland,Switzerland,Germany,Korea, Republic of,Thailand,Spain,Canada,Greece,France",177,Multiple Myeloma,2022-03-03,2
340,NCT00430846,Phase 1,Seagen Inc.,,"SGN-35,brentuximab vedotin",United States,45,"Lymphoma, Large-Cell, Anaplastic,Disease, Hodgkin,Lymphoma, Non-Hodgkin",2006-11-01,1
341,NCT01902329,Phase 1,Seagen Inc.,,"SGN-CD33A,vadastuximab talirine,HMA",United States,195,"Acute Myeloid Leukemia,Acute Myelogenous Leukemia,Acute Promyelocytic Leukemia",2013-07-01,1
342,NCT05313243,Phase 2,Yale University,Merck Sharp & Dohme LLC,"Pembrolizumab,Adcetris,Brentuximab vedotin,Keytruda",United States,43,T-Cell Lymphoma,2023-07-10,2
343,NCT03198689,Phase 2,Lawson Health Research Institute,Seagen Inc.,"Brentuximab Vedotin,ADCETRIS, SGN-35",Canada,11,Diffuse Cutaneous Systemic Sclerosis,2019-05-07,2
344,NCT02064387,Phase 1,GlaxoSmithKline,,GSK2857916,"Canada,United States,United Kingdom",79,Multiple Myeloma,2014-07-29,1
345,NCT05633615,Phase 2,SWOG Cancer Research Network,"Genentech, Inc.,National Cancer Institute (NCI)","ADC DCDS4501A,Computerized Axial Tomography,Cyclophosphamid monohydrate,WR- 138719,Positron Emission Tomography,Mosunetuzumab,RG7828,CD20/CD3 BiMAb BTCT4465A,Mitoxan,RG 7828,Cyclophosphamidum,Cicloxal,FCU 2711,Computerized Tomography,Ciclofosfamide,Fluradosa,BTCT 4465A,JCAR 017,PET Scan,Polivy,Clafen,Axicabtagene Ciloleucel,Fludarabine,Patient Observation,Cyclophosphamide Monohydrate,Neosar,Active Surveillance,BTCT-4465A,PET,Cytophosphan,expectant management,2H-1,3,2-Oxazaphosphorine, 2-[bis(2-chloroethyl)amino]tetrahydro-, 2-oxide, monohydrate,Biospecimen Collection,proton magnetic resonance spectroscopic imaging,Tisagenlecleucel,deferred therapy,DCDS4501A,RO7030816,Watchful Waiting,Biospecimen Collected,Antibody-Drug Conjugate DCDS4501A,Cyclophosphanum,CT Scan,CT,CTL019 T-cells,KTE C19,Medical Imaging, Positron Emission Tomography,CTL019,CYCLO-cell,polatuzumab vedotin-piiq,Ciclofosfamida,Syklofosfamid,Ro 5541077-000,PT,Cyclostine,Carloxan,Fosfaseron,RG-7828,Observation,CAT Scan,CART19,Computed Tomography,Computed Axial Tomography,(-)-Cyclophosphamide,Cyclostin,Positron-Emission Tomography,Cycloblastine,Claphene,Genuxal,Biological Sample Collection,KTE-C19 CAR,Cyclophosphane,tomography,CAT,Genoxal,Cyclophospham,Tisagenlecleucel-T,Cytophosphane,Yescarta,Anti-CD20 x Anti-CD3 Bispecific Monoclonal Antibody BTCT4465A,Autologous Anti-CD19-EGFRt-4-1BB-zeta-modified CAR CD8+ and CD4+ T-lymphocytes JCAR017,Kymriah,Cyclophosphan,Anti-CD19-CAR Genetically Engineered Autologous T Lymphocytes JCAR017,KTE-C19,Revimmune,Anti-CD19-CAR Genetically Engineered Autologous T-lymphocytes JCAR017,CART-19,Positron Emission Tomography Scan,Cytoxan,Ledoxina,CTX,CP monohydrate,Specimen Collection,Lisocabtagene Maraleucel,Breyanzi,Cyclophosphamide,JCAR017,Polatuzumab Vedotin,BTCT4465A,RG7596,Cycloblastin",United States,396,"Transformed Marg Zone Lymph to Diff Large B-Cell Lymphoma,Refractory Diffuse Large B-Cell Lymphoma,Primary Mediastinal (Thymic) Large B-Cell Lymphoma,Grade 3b Follicular Lymphoma,Recurrent Diffuse Large B-Cell Lymphoma,Transformed Follic Lymph to Diff Large B-Cell Lymphoma,Diffuse Large B-Cell Lymphoma",2023-06-12,2
346,NCT06439771,Phase 2,"MediLink Therapeutics (Suzhou) Co., Ltd.",,YL202 should be intravenously infused,China,180,Locally Advanced or Metastatic Breast Cancer,2024-04-23,2
347,NCT04686305,Phase 1,AstraZeneca,Daiichi Sankyo,"MEDI4736,DS-8201a, Trastuzumab deruxtecan,Carboplatin,Rilvegostomig,Other Name: AZD2936,Volrustomig,Cisplatin,Pemetrexed,Durvalumab,T-DXd,Other Name: MEDI5752","Malaysia,Poland,Belgium,Israel,Italy,Thailand,Korea, Republic of,Spain,Canada,Netherlands,Singapore,Philippines,Taiwan,Turkey,Australia,United States,France",248,Locally Advanced or Metastatic Non-Small Cell Lung Cancer,2021-03-09,1
348,NCT01309789,Phase 1,Seagen Inc.,"Millennium Pharmaceuticals, Inc.","cyclophosphamide,vincristine,brentuximab vedotin,SGN-35,doxorubicin,prednisone","United States,United Kingdom",39,"Lymphoma, Large-Cell, Anaplastic,Lymphoma, T-cell,Lymphoma, NK-cell",2011-02-01,1
349,NCT02581878,Phase 1,Bayer,,BAY1862864,"Sweden,United Kingdom",21,"Lymphoma, Non-Hodgkin",2015-11-20,1
350,NCT01015911,Phase 1,Seagen Inc.,,SGN-75,United States,58,"Carcinoma, Renal Cell,Lymphoma, Non-Hodgkin",2009-11-01,1
351,NCT00772070,Phase 2,"Sanofi Pasteur, a Sanofi Company",,"Menomune®,A/C/Y/W-135, Meningococcal Polysaccharide Vaccine (Menomune®)",United States,173,"Meningitis,Meningococcemia,Neisseria Meningitidis",2003-03-01,2
352,NCT05628857,Phase 2,"RemeGen Co., Ltd.",,RC108,China,240,Digestive Cancer,2022-11-11,2
353,NCT05911295,Phase 3,Seagen Inc.,"Merck Sharp & Dohme LLC,RemeGen Co., Ltd.","RC48, RC48-ADC,disitamab vedotin,carboplatin,KEYTRUDA®,cisplatin,gemcitabine,Gemzar,pembrolizumab","Canada,Singapore,Taiwan,Australia,United States",700,Urothelial Carcinoma,2023-09-22,3
354,NCT01796171,"Phase 2,Phase 1",Nordic Nanovector,ICON Clinical Research,"12.5 mBq/kg Betalutin,60 mg/m2 lilotomab,20 MBq/kg Betalutin,15 MBq/kg Betalutin,100 mg/m2 lilotomab,10 MBq/kg Betalutin,40 mg lilotomab,Rituximab","Poland,Hungary,Belgium,Israel,Italy,Netherlands,United Kingdom,Denmark,Norway,Singapore,Australia,Ireland,Finland,Switzerland,Sweden,United States,Austria,Korea, Republic of,Croatia,Canada,Spain,Turkey,Czechia,France",191,"Follicular Lymphoma,Non-Hodgkin Lymphoma",2012-12-01,2
355,NCT05511844,Phase 1,"Orum Therapeutics USA, Inc.",,ORM-5029,United States,87,"HER2-positive Breast Cancer,HER-2 Protein Overexpression,HER-2 Gene Amplification,HER2 Gene Mutation",2022-10-03,1
356,NCT03438396,Phase 2,Seagen Inc.,"European Network of Gynaecological Oncological Trial Groups (ENGOT),Genmab,Gynecologic Oncology Group,Belgian Gynaecological Oncology Group","TIVDAK,tisotumab vedotin","Germany,Belgium,Italy,Spain,Czechia,United States,Sweden,Denmark",102,Cervical Cancer,2018-06-12,2
357,NCT01909934,Phase 4,Takeda,"Takeda Development Center Americas, Inc.","SGN-35,ADCETRIS,Brentuximab vedotin","Romania,Hungary,Belgium,Poland,Portugal,Spain,Croatia,Turkey,Czechia,United Kingdom",50,Lymphoma,2014-01-30,4
358,NCT05764954,Phase 1,Memorial Sloan Kettering Cancer Center,NovoCure Ltd.,NovoTTF-200T System,United States,25,Adenocarcinoma of Lung,2023-08-04,1
359,NCT06157892,"Phase 2,Phase 1",Seagen Inc.,"RemeGen Co., Ltd.","RC48, RC48-ADC,TUKYSA, ONT-380, ARRY-380,tucatinib,disitamab vedotin","Canada,United States",198,"Breast Neoplasms,Triple Negative Breast Neoplasms,Stomach Neoplasms,HER2 Positive Breast Neoplasms,Gastroesophageal Junction Adenocarcinoma,HER2 Low Breast Neoplasms",2024-05-20,2
360,NCT01777152,Phase 3,Seagen Inc.,"Millennium Pharmaceuticals, Inc.","Adcetris; SGN-35,cyclophosphamide,vincristine,brentuximab vedotin,doxorubicin,prednisone","Romania,Germany,Hungary,Poland,Israel,Italy,Korea, Republic of,Spain,Canada,United Kingdom,Taiwan,Czechia,Australia,United States,Denmark,France",452,"T-Cell Lymphoma,Anaplastic Large-Cell Lymphoma,Non-Hodgkin Lymphoma",2013-01-31,3
361,NCT01166490,Phase 1,Seagen Inc.,"Agensys, Inc.",ASG-5ME,United States,51,"Gastric Neoplasms,Pancreatic Neoplasms",2010-07-01,1
362,NCT06464055,"Phase 2,Phase 1","GeneQuantum Healthcare (Suzhou) Co., Ltd.",,"Dose Escalation,Dose Expansion1,Dose Expansion2,phase II",China,220,Advanced Malignant Solid Tumors,2024-05-23,2
363,NCT06365853,Phase 2,"ImmunoGen, Inc.",,"Mirvetuximab Soravtansine,Prednisolone acetate ophthalmic suspension 1% eye drops,MIRV,Lubricating Eye Drops,Brimonidine tartrate ophthalmic solution eye drops,IMGN853","Belgium,United States,Italy,Spain,Canada,Australia,Ireland,France",100,"Folate Receptor-Alpha Positive,Recurrent Ovarian Cancer",2024-06-30,2
364,NCT05041257,Phase 2,"ImmunoGen, Inc.",,"MIRV,Mirvetuximab soravtansine,IMGN853","Belgium,United States,Italy,Spain,Canada,Australia,Ireland,France",79,"Fallopian Tube Cancer,Peritoneal Cancer,Ovarian Cancer",2021-08-31,2
365,NCT00198380,Phase 2,Intergroupe Francophone de Cancerologie Thoracique,AstraZeneca,Gefitinib,France,90,"Pneumonic-type Adenocarcinoma (P-ADC),Lung Adenocarcinoma With Bronchiolo-alveolar Feature",2005-04-01,2
366,NCT06144723,"Phase 2,Phase 1",Hansoh BioMedical R&D Company,,HS-20105,,402,Advanced Solid Tumor,2024-03-01,2
367,NCT01997333,Phase 2,Celldex Therapeutics,,"CDX-011,Capecitabine","Germany,Belgium,Italy,Spain,Canada,Australia,United States,United Kingdom,France",327,Metastatic gpNMB Over-expressing Triple Negative Breast Cancer,2013-11-01,2
368,NCT04209855,Phase 3,"ImmunoGen, Inc.","European Network of Gynaecological Oncological Trial Groups (ENGOT),Gynecologic Oncology Group","Pegylated liposomal doxorubicin,Mirvetuximab Soravtansine,Topotecan,Paclitaxel,MIRV,IMGN853","Poland,Belgium,Israel,Italy,Netherlands,Taiwan,United Kingdom,Ukraine,China,Australia,Bulgaria,United States,Russian Federation,Germany,Serbia,Portugal,Korea, Republic of,Spain,Canada,Czechia,France",453,"Epithelial Ovarian Cancer,Peritoneal Cancer,Fallopian Tube Cancer",2019-12-31,3
369,NCT06039202,Phase 2,"Holy Stone Healthcare Co., Ltd",,"Nim-HA cinjugate,CA102N,Trifluridine/tipiracil,TAS-102,Bevacizumab",,100,Metastatic Colorectal Cancer,2024-01-01,2
370,NCT01421667,Phase 2,Seagen Inc.,,"Adcetris; SGN-35,rituximab,brentuximab vedotin","Canada,United States",176,"Lymphoma, Non-Hodgkin,Lymphoma, B-Cell,Lymphoma, T-Cell,Lymphoma, Large B-Cell, Diffuse",2011-08-01,2
371,NCT01461538,Phase 2,Seagen Inc.,,"Adcetris; SGN-35,brentuximab vedotin",United States,84,"Acute Myeloid Leukemia,Solid Tumors,Anemia, Refractory, With Excess of Blasts,Acute Lymphoid Leukemia",2011-10-01,2
372,NCT05135273,Phase 1,National Institute of Allergy and Infectious Diseases (NIAID),"Novavax,Malaria Research and Training Center, Bamako, Mali","Pfs230D1-EPA/Matrix-M Vaccine,Verorab Rabies Vaccine",Mali,80,"Malaria,Falciparum",2021-10-22,1
373,NCT04177823,Phase 1,GlaxoSmithKline,,Belantamab mafodotin,China,6,Multiple Myeloma,2019-12-09,1
374,NCT05263479,Phase 1,"Shanghai Hansoh Biomedical Co., Ltd",,"HS-20089 (Phase Ia：Dose escalation ),HS-20089 (Phase Ib: Dose expansion)",China,177,Advanced Solid Tumor,2022-01-05,1
375,NCT01950364,Phase 1,"Millennium Pharmaceuticals, Inc.",,"Brentuximab vedotin and rifampicin,SGN-35,brentuximab vedotin","Lithuania,Spain,Belgium",20,"Anaplastic Large-cell Lymphoma,Hodgkin Lymphoma",2013-11-01,1
376,NCT01786096,Phase 1,Seagen Inc.,,SGN-CD19A,United States,92,"Precursor B-cell Lymphoblastic Leukemia-Lymphoma,Burkitt Lymphoma",2013-02-01,1
377,NCT02216890,Phase 1,Seagen Inc.,,SGN-CD70A,United States,38,"Diffuse, Large B-Cell, Lymphoma,Mantle-Cell Lymphoma,Renal Cell Carcinoma,Follicular Lymphoma, Grade 3",2014-08-01,1
378,NCT04207190,Phase 1,Roswell Park Cancer Institute,Pfizer,"WAY-CMA-676,Gemtuzumab Ozogamicin,Questionnaire Administration,BMN-673,Talazoparib Tosylate,Calicheamicin-Conjugated Humanized Anti-CD33 Monoclonal Antibody,hP67.6-Calicheamicin,Quality of Life Assessment,Quality-of-Life Assessment,Talzenna,BMN 673,gemtuzumab,Mylotarg,Talazoparib,CDP-771,CMA-676",United States,24,"Refractory Acute Myeloid Leukemia,Recurrent Acute Myeloid Leukemia",2020-10-23,1
379,NCT05575804,"Phase 2,Phase 1",Fudan University,"GeneQuantum Healthcare (Suzhou) Co., Ltd.","pyrotinib+capecitabine,GQ1001+pyrotinib",China,75,Advanced/ Metastatic Her-2 Positive Breast Cancer,2022-10-01,2
380,NCT03219333,Phase 2,Astellas Pharma Inc,Seagen Inc.,"ASG-22ME,Enfortumab vedotin,ASG-22CE","Germany,Italy,Korea, Republic of,Spain,Netherlands,United States,Japan,France",219,"Carcinoma, Transitional Cell,Renal Pelvis Neoplasms,Urothelial Cancer,Urethral Neoplasms,Urinary Bladder Neoplasms,Ureteral Neoplasms,Urologic Neoplasms",2017-10-08,2
381,NCT04086264,"Phase 2,Phase 1","ImmunoGen, Inc.",,"Decitabine,Vidaza,Venclexta,IMGN632,CD123-targeted ADC,Venetoclax,Azacitidine,Venclyxto","Germany,Italy,Spain,United States,United Kingdom,France",218,Acute Myeloid Leukemia,2019-11-06,2
382,NCT06106945,"Phase 2,Phase 1",AstraZeneca,,AZD0305,"Germany,China,Spain,Canada,Australia,United States,Japan,France",84,Multiple Myeloma,2023-12-05,2
383,NCT02227199,"Phase 2,Phase 1",University of Washington,"Seagen Inc.,National Cancer Institute (NCI)","Anti-CD30 Monoclonal Antibody-MMAE SGN-35,Paraplatin AQ,Carboplatin,Adcetris,Demethyl Epipodophyllotoxin Ethylidine Glucoside,IFO-Cell,Lastet,Ifolem,IFX,Iso-Endoxan,Iphosphamid,ADC SGN-35,Nealorin,Anti-CD30 Monoclonal Antibody-Monomethylauristatin E SGN-35,Naxamide,Laboratory Biomarker Analysis,Carbotec,Ribocarbo,Mitoxana,MJF-9325,EPEG,Anti-CD30 Antibody-Drug Conjugate SGN-35,VP 16-213,JM-8,Iphosphamide,SGN-35,VP-16-213,Novoplatinum,Asta Z-4942,Cyfos,Paraplatin,Platinwas,Displata,Etoposide,Asta Z 4942,Isoendoxan,Ifomida,Vepesid,Isophosphamide,Z-4942,cAC10-vcMMAE,Ercar,Carboplat,Carboplatino,VP-16,Carbosin,Ifoxan,MJF 9325,Seromida,Carboplatin Hexal,Tronoxal,Ifex,Ifomide,Paraplatine,Ifosfamidum,CBDCA,IFO,Brentuximab Vedotin,Ifosfamide,Holoxan,Z 4942,Toposar,Holoxane,Blastocarb,Carbosol",United States,45,"Refractory Hodgkin Lymphoma,Recurrent Hodgkin Lymphoma",2014-10-10,2
384,NCT06340568,Phase 3,BioNTech SE,DualityBio Inc.,"Paclitaxel,BNT323/DB-1303,Doxorubicin",,468,Endometrial Cancer,2024-08-01,3
385,NCT06034275,Phase 1,"Vincerx Pharma, Inc.",,VIP943,United States,36,"Acute Myeloid Leukemia,B-cell Acute Lymphoblastic Leukemia,High-risk Myelodysplastic Syndrome",2023-09-13,1
386,NCT06195709,Phase 3,Institut Curie,Zionexa,"Standardized endocrine therapy regimen,Standardized chemotherapy regimen,Endocrine therapy combined with the local treatment of FES-negative lesions,Endocrine therapy,Chemotherapy",France,300,Breast Carcinoma,2024-05-27,3
387,NCT03698552,"Phase 2,Phase 1",M.D. Anderson Cancer Center,"ADC Therapeutics S.A.,National Cancer Institute (NCI)","ADCT-602 (CN); hLL2-cys-PBD (SY); ADCT602 (CN); ADCT 602 (CN); hLL2-cys-SG3249 (SY); ; ADC ADCT-602,ADCT-602",United States,65,"CD22 Positive,Refractory B Acute Lymphoblastic Leukemia,Recurrent B Acute Lymphoblastic Leukemia,Blasts 5 Percent or More of Bone Marrow Nucleated Cells,Philadelphia Chromosome Positive",2018-08-24,2
388,NCT06034470,Phase 1,Fred Hutchinson Cancer Center,"ImmunoGen, Inc.","Beta-Cytosine Arabinoside,Cytarabinum,Blood Pool Scan,MUGA Scan,Fluradosa,2(1H)-Pyrimidinone, 4-Amino-1-beta-D-arabinofuranosyl-,Aracytin,Gated Heart Pool Scan,MUGA,G-CSF,Fludarabine,Alexan,Arabine,U 19920,G CSF,Idarubicin,Biopsy, Bone Marrow,2(1H)-Pyrimidinone, 4-amino-1.beta.-D-arabinofuranosyl-,Arabinofuranosylcytosine,Echocardiography,Biospecimen Collection,Cytosar,Equilibrium Radionuclide Angiography,Gated Blood Pool Imaging,1-Beta-D-arabinofuranosylcytosine,Antibody-drug Conjugate IMGN632,4-Demethoxydaunorubicin,Biospecimen Collected,4-DMDR,.beta.-Cytosine arabinoside,CSF3,1-.beta.-D-Arabinofuranosylcytosine,IMGN632,RNVG,U-19920,WR-28453,SYMA Scanning,Cytosine Arabinoside,ARA-cell,Cytarabine,Aracytine,Pluripoietin,Granulocyte Colony Stimulating Factor,Bone Marrow Biopsy,Radionuclide Ventriculogram Scan,1-.beta.-D-Arabinofuranosyl-4-amino-2(1H)pyrimidinone,Udicil,IMGN 632,Multi-Gated Acquisition Scan,Biological Sample Collection,Pivekimab Sunirine,Multigated Acquisition Scan,EC,Colony-Stimulating Factor 3,CD123-targeted ADC IMGN632,Anti-CD123 ADC IMGN632,Cytosine-beta-arabinoside,Radionuclide Ventriculography,Cytarbel,Starasid,IMGN-632,Cytosine-.beta.-arabinoside,Aracytidine,Arabinosylcytosine,Bone Marrow Aspiration,Biopsy of Bone Marrow,Colony-Stimulating Factor (Granulocyte),1-Beta-D-arabinofuranosyl-4-amino-2(1H)pyrimidinone,Synchronized Multigated Acquisition Scanning,Tarabine PFS,Granulocyte Colony-Stimulating Factor,CHX-3311,Colony Stimulating Factor 3,Erpalfa,1.beta.-D-Arabinofuranosylcytosine,Ara-C,4-Demethoxydaunomycin,Specimen Collection",United States,30,"Myeloproliferative Neoplasm,Mixed Phenotype Acute Leukemia,Acute Myeloid Leukemia,Myelodysplastic Syndrome,Myelodysplastic/Myeloproliferative Neoplasm",2023-12-18,1
